date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:08	422960/422960	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c91c-67430%22	http://solonick.kwst.net/site/images/bg/9.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/9.jpg	(from http://solonick.kwst.net/site/index6.html)
10:10:09	572333/572333	---M--	200	added ('OK')	image/jpeg	etag:%225ac8ca30-8bbad%22	http://solonick.kwst.net/site/images/bg/26.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/26.jpg	(from http://solonick.kwst.net/site/index5.html)
10:10:30	306461/306461	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c8d4-4ad1d%22	http://solonick.kwst.net/site/images/bg/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/3.jpg	(from http://solonick.kwst.net/site/index7.html)
10:10:32	191793/191793	---M--	200	added ('OK')	image/jpeg	etag:%225ac89c2c-2ed31%22	http://solonick.kwst.net/site/images/bg/29.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/29.jpg	(from http://solonick.kwst.net/site/index7.html)
10:10:51	258595/258595	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c914-3f223%22	http://solonick.kwst.net/site/images/bg/8.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/8.jpg	(from http://solonick.kwst.net/site/index7.html)
10:10:59	49817/49817	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6126-c299%22	http://solonick.kwst.net/site/images/folio/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/2.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:12	76101/76101	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6122-12945%22	http://solonick.kwst.net/site/images/folio/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/3.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:16	270238/270238	---M--	200	added ('OK')	image/jpeg	etag:%225a9d44de-41f9e%22	http://solonick.kwst.net/site/images/folio/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/1.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:29	76908/76908	---M--	200	added ('OK')	image/jpeg	etag:%225a9d611e-12c6c%22	http://solonick.kwst.net/site/images/folio/5.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/5.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:37	151231/151231	---M--	200	added ('OK')	image/jpeg	etag:%225a9d61f4-24ebf%22	http://solonick.kwst.net/site/images/folio/13.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/13.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:39	57420/57420	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6118-e04c%22	http://solonick.kwst.net/site/images/folio/6.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/6.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:39	570426/570426	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c9f6-8b43a%22	http://solonick.kwst.net/site/images/bg/21.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/21.jpg	(from http://solonick.kwst.net/site/index7.html)
10:11:48	70082/70082	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6108-111c2%22	http://solonick.kwst.net/site/images/folio/9.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/9.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:11:54	94542/94542	---M--	200	added ('OK')	image/jpeg	etag:%225a9d610e-1714e%22	http://solonick.kwst.net/site/images/folio/8.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/8.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:00	71806/71806	---M--	200	added ('OK')	image/jpeg	etag:%225a9d60fc-1187e%22	http://solonick.kwst.net/site/images/folio/11.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/11.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:01	137205/137205	---M--	200	added ('OK')	image/jpeg	etag:%225a9d61fa-217f5%22	http://solonick.kwst.net/site/images/folio/12.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/12.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:05	61932/61932	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6114-f1ec%22	http://solonick.kwst.net/site/images/folio/7.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/7.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:14	72057/72057	---M--	200	added ('OK')	image/jpeg	etag:%225a9d60f4-11979%22	http://solonick.kwst.net/site/images/folio/14.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/14.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:17	104245/104245	---M--	200	added ('OK')	image/jpeg	etag:%225a9d6102-19735%22	http://solonick.kwst.net/site/images/folio/10.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/10.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:17	75117/75117	---M--	200	added ('OK')	image/jpeg	etag:%225d2ac40f-1256d%22	http://solonick.kwst.net/site/images/folio/16.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/16.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:17	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:12:17%20GMT	http://solonick.kwst.net/site/contscts.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/contscts.html	(from http://solonick.kwst.net/site/portfolio.html)
10:12:29	99565/99565	---M--	200	added ('OK')	image/jpeg	etag:%22582356c2-184ed%22	http://solonick.kwst.net/site/images/folio/17.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/17.jpg	(from http://solonick.kwst.net/site/portfolio.html)
10:12:37	120846/120846	---M--	200	added ('OK')	image/jpeg	etag:%225ac8ae52-1d80e%22	http://solonick.kwst.net/site/images/folio/22.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/22.jpg	(from http://solonick.kwst.net/site/portfolio2.html)
10:12:38	125661/125661	---M--	200	added ('OK')	image/jpeg	etag:%225ac73296-1eadd%22	http://solonick.kwst.net/site/images/folio/25.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/25.jpg	(from http://solonick.kwst.net/site/portfolio3.html)
10:12:45	91422/91422	---M--	200	added ('OK')	image/jpeg	etag:%225ac8b124-1651e%22	http://solonick.kwst.net/site/images/folio/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/4.jpg	(from http://solonick.kwst.net/site/portfolio4.html)
10:12:54	93763/93763	---M--	200	added ('OK')	image/jpeg	etag:%225ac7328e-16e43%22	http://solonick.kwst.net/site/images/folio/24.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/24.jpg	(from http://solonick.kwst.net/site/portfolio5.html)
10:12:54	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:12:54%20GMT	http://solonick.kwst.net/site/portfoli5.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/portfoli5.7d.delayed	(from http://solonick.kwst.net/site/portfolio5.html)
10:12:55	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:12:55%20GMT	http://solonick.kwst.net/site/portfolio7.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/portfolio7.html	(from http://solonick.kwst.net/site/portfolio6.html)
10:12:55	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:12:55%20GMT	http://solonick.kwst.net/site/portfolio-single9.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/portfolio-single9.html	(from http://solonick.kwst.net/site/portfolio6.html)
10:12:57	71702/71702	---M--	200	added ('OK')	image/jpeg	etag:%225ac732bc-11816%22	http://solonick.kwst.net/site/images/folio/15.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/15.jpg	(from http://solonick.kwst.net/site/portfolio5.html)
10:13:04	51816/51816	---M--	200	added ('OK')	image/jpeg	etag:%225ab508ea-ca68%22	http://solonick.kwst.net/site/images/bg/long/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/long/1.jpg	(from http://solonick.kwst.net/site/portfolio8.html)
10:13:14	104023/104023	---M--	200	added ('OK')	image/jpeg	etag:%225ac8aa86-19657%22	http://solonick.kwst.net/site/images/bg/long/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/long/2.jpg	(from http://solonick.kwst.net/site/portfolio8.html)
10:13:37	206972/206972	---M--	200	added ('OK')	image/jpeg	etag:%225ac8aaae-3287c%22	http://solonick.kwst.net/site/images/bg/long/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/long/3.jpg	(from http://solonick.kwst.net/site/portfolio8.html)
10:13:59	129068/129068	---M--	200	added ('OK')	image/jpeg	etag:%225ac8b1c8-1f82c%22	http://solonick.kwst.net/site/images/bg/long/5.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/long/5.jpg	(from http://solonick.kwst.net/site/portfolio8.html)
10:14:03	302794/302794	---M--	200	added ('OK')	image/jpeg	etag:%225ac8aac2-49eca%22	http://solonick.kwst.net/site/images/bg/long/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/long/4.jpg	(from http://solonick.kwst.net/site/portfolio8.html)
10:14:12	75310/75310	---M--	200	added ('OK')	image/jpeg	etag:%225ac8b6d8-1262e%22	http://solonick.kwst.net/site/images/folio/19.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/19.jpg	(from http://solonick.kwst.net/site/portfolio-single5.html)
10:15:04	376133/376133	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c8f0-5bd45%22	http://solonick.kwst.net/site/images/bg/5.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/5.jpg	(from http://solonick.kwst.net/site/portfolio-single7.html)
10:15:06	6127/6127	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ac8ad86-17ef%22	http://solonick.kwst.net/site/js/map.js	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/js/map.js	(from http://solonick.kwst.net/site/contacts.html)
10:15:22	432289/432289	---M--	200	added ('OK')	image/jpeg	etag:%225d2ac368-698a1%22	http://solonick.kwst.net/site/images/bg/6.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/6.jpg	(from http://solonick.kwst.net/site/portfolio-single7.html)
10:15:23	4091/4091	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a934-ffb%22	http://solonick.kwst.net/site/images/services/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/1.jpg	(from http://solonick.kwst.net/site/services2.html)
10:15:40	208752/208752	---M--	200	added ('OK')	image/jpeg	etag:%225a9691ac-32f70%22	http://solonick.kwst.net/site/images/avatar/7.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/avatar/7.jpg	(from http://solonick.kwst.net/site/blog.html)
10:15:41	4628/4628	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a956-1214%22	http://solonick.kwst.net/site/images/services/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/2.jpg	(from http://solonick.kwst.net/site/services2.html)
10:15:44	125748/125748	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a942-1eb34%22	http://solonick.kwst.net/site/images/services/1-big.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/1-big.jpg	(from http://solonick.kwst.net/site/services2.html)
10:15:45	5067/5067	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a97c-13cb%22	http://solonick.kwst.net/site/images/services/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/3.jpg	(from http://solonick.kwst.net/site/services2.html)
10:15:52	65671/65671	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a966-10087%22	http://solonick.kwst.net/site/images/services/2-big.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/2-big.jpg	(from http://solonick.kwst.net/site/services2.html)
10:15:53	5638/5638	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a9a4-1606%22	http://solonick.kwst.net/site/images/services/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/4.jpg	(from http://solonick.kwst.net/site/services2.html)
10:16:04	119545/119545	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a990-1d2f9%22	http://solonick.kwst.net/site/images/services/3-big.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/3-big.jpg	(from http://solonick.kwst.net/site/services2.html)
10:16:06	3685/3685	---M--	200	added ('OK')	image/jpeg	etag:%225ac33e0a-e65%22	http://solonick.kwst.net/site/images/team/8.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/8.jpg	(from http://solonick.kwst.net/site/blog-single.html)
10:16:09	99494/99494	---M--	200	added ('OK')	image/jpeg	etag:%225ac8a9b0-184a6%22	http://solonick.kwst.net/site/images/services/4-big.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/services/4-big.jpg	(from http://solonick.kwst.net/site/services2.html)
10:16:09	20750/20750	---M--	200	added ('OK')	image/jpeg	etag:%22584fe5d2-510e%22	http://solonick.kwst.net/site/images/team/9.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/9.jpg	(from http://solonick.kwst.net/site/blog-single.html)
10:16:22	77434/77434	---M--	200	added ('OK')	image/jpeg	etag:%225ab508a6-12e7a%22	http://solonick.kwst.net/site/images/team/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/1.jpg	(from http://solonick.kwst.net/site/team.html)
10:16:30	123173/123173	---M--	200	added ('OK')	image/jpeg	etag:%225a900496-1e125%22	http://solonick.kwst.net/site/images/team/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/2.jpg	(from http://solonick.kwst.net/site/team.html)
10:16:56	208752/208752	---M--	200	added ('OK')	image/jpeg	etag:%225a9691ac-32f70%22	http://solonick.kwst.net/site/images/team/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/3.jpg	(from http://solonick.kwst.net/site/team.html)
10:17:18	132521/132521	---M--	200	added ('OK')	image/jpeg	etag:%225ac24990-205a9%22	http://solonick.kwst.net/site/images/team/5.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/5.jpg	(from http://solonick.kwst.net/site/team.html)
10:18:00	257137/257137	---M--	200	added ('OK')	image/jpeg	etag:%225ac8ca4e-3ec71%22	http://solonick.kwst.net/site/images/bg/31.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/31.jpg	(from http://solonick.kwst.net/site/coming-soon.html)
10:18:12	653225/653225	---M--	200	added ('OK')	image/jpeg	etag:%225ac2489e-9f7a9%22	http://solonick.kwst.net/site/images/team/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/team/4.jpg	(from http://solonick.kwst.net/site/team.html)
10:19:28	3861431/3861431	---M--	200	added ('OK')	video/mp4	etag:%225aa399be-3aebb7%22	http://solonick.kwst.net/site/video/2.mp4	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/video/2.mp4	(from http://solonick.kwst.net/site/index8.html)
10:20:51	5084882/5084882	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%225aa2a2bc-4d96d2%22	http://solonick.kwst.net/site/video/1.mp4	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/video/1.mp4	(from http://solonick.kwst.net/site/portfolio5.html)
